original,augmented,selfies
CC(=O)N[C@@H]1CN(C(=O)CCc2nc3ccccc3[nH]2)C[C@H]1CO,O=C(N[C@H]1[C@H](CO)CN(C(CCc2[nH]c3c(cccc3)n2)=O)C1)C,[O][=C][Branch2][Ring2][#Branch1][N][C@H1][C@H1][Branch1][Ring1][C][O][C][N][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][C][C][C][NH1][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][=Branch2][=O][C][Ring2][Ring1][Ring2][C]
CCc1noc(-c2nn(C)c3c2CN(C(=O)c2cn[nH]c2)C3)n1,c12c(n(C)nc1-c1nc(CC)no1)CN(C(c1cn[nH]c1)=O)C2,[C][=C][Branch2][Ring1][Ring2][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][=N][C][Branch1][Ring1][C][C][=N][O][Ring1][#Branch1][C][N][Branch1][N][C][Branch1][Branch2][C][C][=N][NH1][C][=Ring1][Branch1][=O][C][Ring2][Ring1][#Branch1]
CCc1noc(-c2nn(C)c3c2CN(C(=O)c2cn[nH]c2)C3)n1,c1c(C(=O)N2Cc3c(c(-c4onc(CC)n4)nn3C)C2)c[nH]n1,[C][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][=C][Branch2][Ring1][Ring2][C][Branch1][N][C][O][N][=C][Branch1][Ring1][C][C][N][=Ring1][#Branch1][=N][N][Ring1][N][C][C][Ring1][S][=C][NH1][N][=Ring2][Ring1][#Branch1]
NS(=O)(=O)c1ccc(CC[NH2+][C@H]2CC(=O)N(Cc3ccccc3)C2=O)cc1,C1(=O)N(Cc2ccccc2)C(=O)C[C@@H]1[NH2+]CCc1ccc(S(=O)(N)=O)cc1,[C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C@@H1][Ring1][=C][NH2+1][C][C][C][=C][C][=C][Branch1][=Branch2][S][=Branch1][C][=O][Branch1][C][N][=O][C][=C][Ring1][#Branch2]
NS(=O)(=O)c1ccc(CC[NH2+][C@H]2CC(=O)N(Cc3ccccc3)C2=O)cc1,c1(S(N)(=O)=O)ccc(CC[NH2+][C@@H]2C(=O)N(Cc3ccccc3)C(=O)C2)cc1,[C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][C][=C][Branch2][Ring1][N][C][C][NH2+1][C@@H1][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][=C][C][=C][Ring2][Ring1][O]
Cc1cc(CN2CCn3c(C)nnc3[C@H]2C(=O)N2CCCC2)n(C)n1,C1n2c(nnc2C)[C@@H](C(=O)N2CCCC2)N(Cc2cc(C)nn2C)C1,[C][N][C][=Branch1][#Branch1][=N][N][=C][Ring1][Branch1][C][C@@H1][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][N][Branch1][=N][C][C][=C][C][Branch1][C][C][=N][N][Ring1][=Branch1][C][C][Ring2][Ring1][=Branch2]
Cc1cc(CN2CCn3c(C)nnc3[C@H]2C(=O)N2CCCC2)n(C)n1,c12n(c(C)nn1)CCN(Cc1n(C)nc(C)c1)[C@@H]2C(=O)N1CCCC1,[C][N][Branch1][=Branch2][C][Branch1][C][C][=N][N][=Ring1][=Branch1][C][C][N][Branch1][#C][C][C][N][Branch1][C][C][N][=C][Branch1][C][C][C][=Ring1][#Branch1][C@@H1][Ring2][Ring1][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1]
O=C(CCN1C(=O)c2nccnc2C1=O)Nc1ncc[nH]1,n1ccnc2c1C(=O)N(CCC(Nc1ncc[nH]1)=O)C2=O,[N][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][#C][C][C][C][Branch1][=Branch2][N][C][=N][C][=C][NH1][Ring1][Branch1][=O][C][Ring1][S][=O]
O=C(CCN1C(=O)c2nccnc2C1=O)Nc1ncc[nH]1,[nH]1ccnc1NC(=O)CCN1C(=O)c2nccnc2C1=O,[NH1][C][=C][N][=C][Ring1][Branch1][N][C][=Branch1][C][=O][C][C][N][C][=Branch1][C][=O][C][=N][C][=C][N][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O]
Cc1cnn(CCC(=O)N2C[C@@H](CO)[C@H](c3ccccn3)C2)c1,c1([C@H]2[C@H](CO)CN(C(CCn3ncc(C)c3)=O)C2)ncccc1,[C][Branch2][Ring1][=C][C@H1][C@H1][Branch1][Ring1][C][O][C][N][Branch1][P][C][Branch1][=N][C][C][N][N][=C][C][Branch1][C][C][=C][Ring1][=Branch1][=O][C][Ring1][P][=N][C][=C][C][=C][Ring2][Ring1][#Branch1]
Cc1cnn(CCC(=O)N2C[C@@H](CO)[C@H](c3ccccn3)C2)c1,C(O)[C@@H]1CN(C(=O)CCn2cc(C)cn2)C[C@H]1c1ncccc1,[C][Branch1][C][O][C@@H1][C][N][Branch1][P][C][=Branch1][C][=O][C][C][N][C][=C][Branch1][C][C][C][=N][Ring1][=Branch1][C][C@H1][Ring1][#C][C][=N][C][=C][C][=C][Ring1][=Branch1]
COc1ccc(CNc2ncnc3c2cnn3-c2ccccc2)cc1,c1nn(-c2ccccc2)c2ncnc(NCc3ccc(OC)cc3)c12,[C][=N][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=N][C][Branch1][#C][N][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][=C][Ring2][Ring1][=Branch2][Ring1][S]
COc1ccc(CNc2ncnc3c2cnn3-c2ccccc2)cc1,c1c(OC)ccc(CNc2ncnc3n(-c4ccccc4)ncc23)c1,[C][=C][Branch1][Ring1][O][C][C][=C][C][Branch2][Ring1][#Branch2][C][N][C][=N][C][=N][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][C][Ring1][#C][=Ring1][O][=C][Ring2][Ring1][=Branch2]
O=C([O-])c1nccnc1C(=O)Nc1ccccc1CO,O=C(c1nccnc1C(=O)Nc1ccccc1CO)[O-],[O][=C][Branch2][Ring1][Branch2][C][=N][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][O-1]
O=C([O-])c1nccnc1C(=O)Nc1ccccc1CO,c1cnc(C([O-])=O)c(C(Nc2c(CO)cccc2)=O)n1,[C][=C][N][=C][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][Branch2][Ring1][C][C][Branch1][=C][N][C][=C][Branch1][Ring1][C][O][C][=C][C][=C][Ring1][Branch2][=O][=N][Ring2][Ring1][Ring2]
O=C(C1CCCCC1)N1CCN(c2nc3nccc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,n12nc(N3CCN(C(=O)C4CCCCC4)CC3)nc1nccc2-c1cccc(C(F)(F)F)c1,[N][N][=C][Branch2][Ring1][#Branch1][N][C][C][N][Branch1][=N][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][=C][N][=C][Ring2][Ring1][Ring1][N][=C][C][=C][Ring2][Ring1][#Branch1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2]
O=C(C1CCCCC1)N1CCN(c2nc3nccc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,C1CN(c2nc3n(c(-c4cc(C(F)(F)F)ccc4)ccn3)n2)CCN1C(=O)C1CCCCC1,[C][C][N][Branch2][Ring2][#Branch1][C][N][=C][N][Branch2][Ring1][N][C][Branch2][Ring1][Ring1][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][=C][C][=N][Ring1][S][N][=Ring2][Ring1][Ring1][C][C][N][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1]
Cn1ncc(N2CC[C@H](C(=O)NCc3cccnc3)C2)cc1=O,n1cc(N2CC[C@H](C(=O)NCc3cccnc3)C2)cc(=O)n1C,[N][=C][C][Branch2][Ring1][Branch2][N][C][C][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][Ring1][#C][=C][C][=Branch1][C][=O][N][Ring2][Ring1][=Branch1][C]
Cn1ncc(N2CC[C@H](C(=O)NCc3cccnc3)C2)cc1=O,C1N(c2cnn(C)c(=O)c2)CC[C@@H]1C(NCc1cnccc1)=O,[C][N][Branch1][#C][C][C][=N][N][Branch1][C][C][C][=Branch1][C][=O][C][=Ring1][Branch2][C][C][C@@H1][Ring1][=N][C][Branch1][O][N][C][C][=C][N][=C][C][=C][Ring1][=Branch1][=O]
COc1cn(C)c(C(=O)Nc2ccc(Cn3cncn3)cc2)cc1=O,c1c(=O)c(OC)cn(C)c1C(Nc1ccc(Cn2cncn2)cc1)=O,[C][C][=Branch1][C][=O][C][Branch1][Ring1][O][C][=C][N][Branch1][C][C][C][=Ring1][#Branch2][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][Ring1][N][=O]
COc1cn(C)c(C(=O)Nc2ccc(Cn3cncn3)cc2)cc1=O,O=C(c1cc(=O)c(OC)cn1C)Nc1ccc(Cn2ncnc2)cc1,[O][=C][Branch1][P][C][=C][C][=Branch1][C][=O][C][Branch1][Ring1][O][C][=C][N][Ring1][=Branch2][C][N][C][=C][C][=C][Branch1][=Branch2][C][N][N][=C][N][=C][Ring1][Branch1][C][=C][Ring1][N]
O=C(Cn1c(C(F)(F)F)nc2ccccc21)c1ccc(OC(F)F)cc1,O=C(c1ccc(OC(F)F)cc1)Cn1c2c(nc1C(F)(F)F)cccc2,[O][=C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][F][F][C][=C][Ring1][#Branch2][C][N][C][=C][Branch1][=N][N][=C][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Ring1][N]
O=C(Cn1c(C(F)(F)F)nc2ccccc21)c1ccc(OC(F)F)cc1,c1ccc2c(c1)nc(C(F)(F)F)n2CC(c1ccc(OC(F)F)cc1)=O,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][N][Ring1][#Branch2][C][C][Branch1][P][C][=C][C][=C][Branch1][#Branch1][O][C][Branch1][C][F][F][C][=C][Ring1][#Branch2][=O]
O=C(CSc1nc2ccccc2c(=O)n1C[C@@H]1CCCO1)/N=c1/[nH]cn[nH]1,N(\C(CSc1nc2c(c(=O)n1C[C@H]1OCCC1)cccc2)=O)=c1/[nH]cn[nH]1,[N][Branch2][Ring2][Ring1][\C][Branch2][Ring1][=C][C][S][C][=N][C][=C][Branch1][S][C][=Branch1][C][=O][N][Ring1][#Branch1][C][C@H1][O][C][C][C][Ring1][Branch1][C][=C][C][=C][Ring1][#C][=O][=C][/NH1][C][=N][NH1][Ring1][Branch1]
O=C(CSc1nc2ccccc2c(=O)n1C[C@@H]1CCCO1)/N=c1/[nH]cn[nH]1,C1[C@@H](Cn2c(=O)c3ccccc3nc2SCC(/N=c2\[nH]nc[nH]2)=O)OCC1,[C][C@@H1][Branch2][Ring1][P][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][O][S][C][C][Branch1][=Branch2][/N][=C][\NH1][N][=C][NH1][Ring1][Branch1][=O][O][C][C][Ring2][Ring1][O]
O=C(CCc1n[nH]c(=O)[n-]c1=O)NCc1nc2ccccc2[nH]1,N(C(=O)CCc1n[nH]c(=O)[n-]c1=O)Cc1nc2c([nH]1)cccc2,[N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][C][C][=N][NH1][C][=Branch1][C][=O][N-1][C][Ring1][#Branch1][=O][C][C][=N][C][=C][Branch1][Ring2][NH1][Ring1][Branch1][C][=C][C][=C][Ring1][#Branch1]
O=C(CCc1n[nH]c(=O)[n-]c1=O)NCc1nc2ccccc2[nH]1,N(Cc1nc2ccccc2[nH]1)C(=O)CCc1n[nH]c(=O)[n-]c1=O,[N][Branch1][#C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=Branch1][C][=O][C][C][C][=N][NH1][C][=Branch1][C][=O][N-1][C][Ring1][#Branch1][=O]
O=C([O-])[C@@H]1CCCN(c2ncnc3[nH]cnc23)C1,C1N(c2ncnc3c2nc[nH]3)CCC[C@H]1C(=O)[O-],[C][N][Branch1][=C][C][=N][C][=N][C][=C][Ring1][=Branch1][N][=C][NH1][Ring1][Branch1][C][C][C][C@H1][Ring1][#C][C][=Branch1][C][=O][O-1]
O=C([O-])[C@@H]1CCCN(c2ncnc3[nH]cnc23)C1,c1nc2c(N3C[C@H](C([O-])=O)CCC3)ncnc2[nH]1,[C][=N][C][=C][Branch1][S][N][C][C@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][C][C][Ring1][=Branch2][N][=C][N][=C][Ring1][#C][NH1][Ring2][Ring1][C]
Cc1cc(C)n(CCC(=O)N2CCC(CN3C[C@H](C(=O)N4CCCC4)CC3=O)CC2)n1,C1CN(C(CCn2nc(C)cc2C)=O)CCC1CN1C(=O)C[C@@H](C(=O)N2CCCC2)C1,[C][C][N][Branch2][Ring1][C][C][Branch1][=C][C][C][N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1][C][=O][C][C][C][Ring1][P][C][N][C][=Branch1][C][=O][C][C@@H1][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][Ring1][=N]
Cc1cc(C)n(CCC(=O)N2CCC(CN3C[C@H](C(=O)N4CCCC4)CC3=O)CC2)n1,C(N1C[C@H](C(N2CCCC2)=O)CC1=O)C1CCN(C(=O)CCn2nc(C)cc2C)CC1,[C][Branch2][Ring1][=Branch1][N][C][C@H1][Branch1][N][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=O][C][C][Ring1][N][=O][C][C][C][N][Branch2][Ring1][C][C][=Branch1][C][=O][C][C][N][N][=C][Branch1][C][C][C][=C][Ring1][=Branch1][C][C][C][Ring1][P]
COc1ccc(N2C(=O)N[C@H](CC(=O)NCc3cccnc3)C2=O)cc1,N1(c2ccc(OC)cc2)C(=O)[C@@H](CC(=O)NCc2cccnc2)NC1=O,[N][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C@@H1][Branch1][S][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][Ring2][Ring1][=Branch2][=O]
COc1ccc(N2C(=O)N[C@H](CC(=O)NCc3cccnc3)C2=O)cc1,c1cc(OC)ccc1N1C(=O)[C@@H](CC(=O)NCc2cccnc2)NC1=O,[C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][S][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][N][C][Ring1][P][=O]
CC[C@@H](C(=O)[O-])n1cc(-n2cc([N+](=O)[O-])cn2)cn1,c1n(-c2cnn([C@@H](CC)C(=O)[O-])c2)ncc1[N+]([O-])=O,[C][N][Branch2][Ring1][Ring2][C][C][=N][N][Branch1][O][C@@H1][Branch1][Ring1][C][C][C][=Branch1][C][=O][O-1][C][=Ring1][O][N][=C][C][=Ring1][S][N+1][Branch1][C][O-1][=O]
CC[C@@H](C(=O)[O-])n1cc(-n2cc([N+](=O)[O-])cn2)cn1,C([C@H](n1ncc(-n2ncc([N+](=O)[O-])c2)c1)C([O-])=O)C,[C][Branch2][Ring1][P][C@H1][Branch2][Ring1][Branch2][N][N][=C][C][Branch1][#C][N][N][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][Branch2][=C][Ring1][=N][C][Branch1][C][O-1][=O][C]
CCn1cc(NC(=O)c2c([N+](=O)[O-])cnn2C)c(C(N)=O)n1,n1(C)ncc([N+](=O)[O-])c1C(=O)Nc1cn(CC)nc1C(=O)N,[N][Branch1][C][C][N][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][C][=Branch1][C][=O][N]
CCn1cc(NC(=O)c2c([N+](=O)[O-])cnn2C)c(C(N)=O)n1,c1(C(N)=O)nn(CC)cc1NC(c1n(C)ncc1[N+](=O)[O-])=O,[C][Branch1][=Branch1][C][Branch1][C][N][=O][=N][N][Branch1][Ring1][C][C][C][=C][Ring1][#Branch2][N][C][Branch1][S][C][N][Branch1][C][C][N][=C][C][=Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][=O]
O=C(NCCn1nc(C(=O)N2CCOCC2)c2c1CCOC2)NCc1ccccc1,O1CCN(C(=O)c2nn(CCNC(NCc3ccccc3)=O)c3c2COCC3)CC1,[O][C][C][N][Branch2][Ring2][#Branch1][C][=Branch1][C][=O][C][=N][N][Branch2][Ring1][C][C][C][N][C][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][C][=C][Ring2][Ring1][C][C][O][C][C][Ring1][=Branch1][C][C][Ring2][Ring1][=C]
O=C(NCCn1nc(C(=O)N2CCOCC2)c2c1CCOC2)NCc1ccccc1,c1(CNC(NCCn2c3c(c(C(N4CCOCC4)=O)n2)COCC3)=O)ccccc1,[C][Branch2][Ring2][=Branch2][C][N][C][Branch2][Ring2][C][N][C][C][N][C][=C][Branch2][Ring1][Ring1][C][Branch1][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=O][=N][Ring1][=N][C][O][C][C][Ring1][S][=O][=C][C][=C][C][=C][Ring2][Ring1][=C]
Nc1ncnc2nc(-c3ccncc3)nn12,c1(N)ncnc2n1nc(-c1ccncc1)n2,[C][Branch1][C][N][=N][C][=N][C][N][Ring1][#Branch1][N][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][N][=Ring1][O]
Nc1ncnc2nc(-c3ccncc3)nn12,n1ccc(-c2nn3c(ncnc3N)n2)cc1,[N][=C][C][=C][Branch1][P][C][=N][N][C][Branch1][Branch2][N][=C][N][=C][Ring1][=Branch1][N][=N][Ring1][#Branch2][C][=C][Ring1][S]
Cn1c(=O)n(C)c2cc(S(=O)(=O)[O-])ccc21,c1(S([O-])(=O)=O)ccc2n(C)c(=O)n(C)c2c1,[C][Branch1][=Branch2][S][Branch1][C][O-1][=Branch1][C][=O][=O][=C][C][=C][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][Branch2][=C][Ring1][S]
Cn1c(=O)n(C)c2cc(S(=O)(=O)[O-])ccc21,O=S([O-])(c1cc2n(C)c(=O)n(C)c2cc1)=O,[O][=S][Branch1][C][O-1][Branch2][Ring1][#Branch1][C][=C][C][N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Ring1][Branch2][C][=C][Ring1][N][=O]
Cc1cc(O)c(C(=O)c2cnc3c(c2)COc2ccccc2-3)cc1Cl,Cc1cc(O)c(C(c2cc3c(nc2)-c2c(cccc2)OC3)=O)cc1Cl,[C][C][=C][C][Branch1][C][O][=C][Branch2][Ring1][=C][C][Branch2][Ring1][=Branch2][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][N][=O][C][=C][Ring2][Ring1][#Branch1][Cl]
Cc1cc(O)c(C(=O)c2cnc3c(c2)COc2ccccc2-3)cc1Cl,Cc1cc(O)c(C(=O)c2cnc3c(c2)COc2ccccc2-3)cc1Cl,[C][C][=C][C][Branch1][C][O][=C][Branch2][Ring1][O][C][=Branch1][C][=O][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O][C][=C][Ring2][Ring1][#Branch1][Cl]
CCn1cc(NC(=O)c2c(Cl)cnn2C)c(C(N)=O)n1,c1(C(Nc2cn(CC)nc2C(=O)N)=O)n(C)ncc1Cl,[C][Branch2][Ring1][#Branch1][C][Branch2][Ring1][C][N][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][=O][N][Branch1][C][C][N][=C][C][=Ring2][Ring1][Ring1][Cl]
CCn1cc(NC(=O)c2c(Cl)cnn2C)c(C(N)=O)n1,N(C(=O)c1c(Cl)cnn1C)c1cn(CC)nc1C(N)=O,[N][Branch1][S][C][=Branch1][C][=O][C][=C][Branch1][C][Cl][C][=N][N][Ring1][=Branch1][C][C][=C][N][Branch1][Ring1][C][C][N][=C][Ring1][#Branch1][C][Branch1][C][N][=O]
O=C(CCn1ccn2nc3c(c2c1=O)CCCC3)N1CC(=O)N(CCc2ccccc2)C(=O)C1,C1C(=O)N(CCc2ccccc2)C(=O)CN1C(CCn1c(=O)c2c3c(nn2cc1)CCCC3)=O,[C][C][=Branch1][C][=O][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][N][Ring1][S][C][Branch2][Ring1][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch2][=N][N][Ring1][Branch1][C][=C][Ring1][#Branch2][C][C][C][C][Ring1][#Branch2][=O]
O=C(CCn1ccn2nc3c(c2c1=O)CCCC3)N1CC(=O)N(CCc2ccccc2)C(=O)C1,c1c(CCN2C(=O)CN(C(CCn3c(=O)c4c5c(nn4cc3)CCCC5)=O)CC2=O)cccc1,[C][=C][Branch2][Branch1][C][C][C][N][C][=Branch1][C][=O][C][N][Branch2][Ring1][S][C][Branch2][Ring1][O][C][C][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch2][=N][N][Ring1][Branch1][C][=C][Ring1][#Branch2][C][C][C][C][Ring1][#Branch2][=O][C][C][Ring2][Ring1][=Branch2][=O][C][=C][C][=C][Ring2][Ring2][C]
NC(=O)c1ccc(N2C(=O)N[C@H](CC(=O)[O-])C2=O)cc1,C(=O)(C[C@H]1NC(=O)N(c2ccc(C(N)=O)cc2)C1=O)[O-],[C][=Branch1][C][=O][Branch2][Ring1][=C][C][C@H1][N][C][=Branch1][C][=O][N][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring1][=Branch2][C][Ring1][#C][=O][O-1]
NC(=O)c1ccc(N2C(=O)N[C@H](CC(=O)[O-])C2=O)cc1,c1(N2C(=O)N[C@H](CC([O-])=O)C2=O)ccc(C(=O)N)cc1,[C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][N][C@H1][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Ring1][#Branch2][=O][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][=C][Ring2][Ring1][Ring2]
CN(C)c1cc(-n2cnc(C(=O)Nc3ccccc3)c2)ncn1,CN(c1ncnc(-n2cc(C(Nc3ccccc3)=O)nc2)c1)C,[C][N][Branch2][Ring2][Ring1][C][=N][C][=N][C][Branch2][Ring1][#Branch1][N][C][=C][Branch1][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=O][N][=C][Ring1][=C][=C][Ring2][Ring1][Ring2][C]
CN(C)c1cc(-n2cnc(C(=O)Nc3ccccc3)c2)ncn1,c1n(-c2ncnc(N(C)C)c2)cnc1C(Nc1ccccc1)=O,[C][N][Branch1][S][C][=N][C][=N][C][Branch1][=Branch1][N][Branch1][C][C][C][=C][Ring1][=Branch2][C][=N][C][=Ring1][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=O]
NC(=O)c1[nH]ncc1NCc1ccncc1,n1ccc(CNc2cn[nH]c2C(=O)N)cc1,[N][=C][C][=C][Branch1][#C][C][N][C][C][=N][NH1][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][Ring1][S]
NC(=O)c1[nH]ncc1NCc1ccncc1,C(c1ccncc1)Nc1c(C(N)=O)[nH]nc1,[C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][NH1][N][=C][Ring1][Branch2]
Cn1c(=O)c2c(nc(NCCN3CCOCC3)n2C)n(C)c1=O,C(N1CCOCC1)CNc1nc2c(c(=O)n(C)c(=O)n2C)n1C,[C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][N][C][=N][C][=C][Branch1][P][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C][N][Ring1][=N][C]
Cn1c(=O)c2c(nc(NCCN3CCOCC3)n2C)n(C)c1=O,Cn1c(NCCN2CCOCC2)nc2c1c(=O)n(C)c(=O)n2C,[C][N][C][Branch1][N][N][C][C][N][C][C][O][C][C][Ring1][=Branch1][=N][C][=C][Ring1][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C]
O=[S@+]1([OH2+])C[C@@H]2Sc3ncnc4ncn(c34)[C@H]2C1,n1cn2c3c(ncnc13)S[C@H]1C[S@+](=O)([OH2+])C[C@@H]12,[N][=C][N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch2][Ring1][=Branch1][S][C@H1][C][S@+1][=Branch1][C][=O][Branch1][C][OH2+1][C][C@@H1][Ring1][#Branch1][Ring1][#C]
O=[S@+]1([OH2+])C[C@@H]2Sc3ncnc4ncn(c34)[C@H]2C1,n1cnc2ncn3c2c1S[C@@H]1[C@@H]3C[S@+]([OH2+])(=O)C1,[N][=C][N][=C][N][=C][N][C][Ring1][Branch1][=C][Ring1][=Branch2][S][C@@H1][C@@H1][Ring1][=Branch1][C][S@+1][Branch1][C][OH2+1][=Branch1][C][=O][C][Ring1][#Branch1]
Cn1c(NC(=O)c2ccco2)cc(=O)n(C)c1=O,n1(C)c(NC(=O)c2ccco2)cc(=O)n(C)c1=O,[N][Branch1][C][C][C][Branch1][=N][N][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1][=C][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][P][=O]
Cn1c(NC(=O)c2ccco2)cc(=O)n(C)c1=O,n1(C)c(=O)n(C)c(=O)cc1NC(c1occc1)=O,[N][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][N][C][Branch1][Branch2][C][O][C][=C][C][=Ring1][Branch1][=O]
O=C(NCCc1nnc2ccccn12)c1ccccn1,c1cccc(C(=O)NCCc2nnc3n2cccc3)n1,[C][=C][C][=C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][=N][N][=C][N][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1][=N][Ring2][Ring1][Ring2]
O=C(NCCc1nnc2ccccn12)c1ccccn1,C(NCCc1nnc2ccccn21)(=O)c1ccccn1,[C][Branch1][P][N][C][C][C][=N][N][=C][C][=C][C][=C][N][Ring1][=Branch1][Ring1][=Branch2][=Branch1][C][=O][C][=C][C][=C][C][=N][Ring1][=Branch1]
