smiles,selfies
C[C@H]1CC[C@@H]2Oc3c(cc(NS(=O)(=O)c4cccc([N+](=O)[O-])c4)c4ccccc34)[C@H]2C1,[C][C@H1][C][C][C@@H1][O][C][=C][Branch2][Ring2][Branch2][C][=C][Branch2][Ring1][Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring2][Ring1][#Branch1][Ring1][=Branch1][C@H1][Ring2][Ring1][#Branch2][C][Ring2][Ring1][=C]
Cc1ccc(S(=O)(=O)c2nc(-c3cccc(C)c3)oc2N2CCCCCC2)cc1,[C][C][=C][C][=C][Branch2][Ring2][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][N][=C][Branch1][N][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][O][C][=Ring1][N][N][C][C][C][C][C][C][Ring1][#Branch1][C][=C][Ring2][Ring1][N]
COc1ccc(-c2csc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n2)cc1Br,[C][O][C][=C][C][=C][Branch2][Ring1][#C][C][=C][S][C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][=N][Ring1][P][C][=C][Ring2][Ring1][#Branch1][Br]
Cc1nc(-c2cccc(-c3noc(-c4ccc(Cl)cc4)n3)c2)cs1,[C][C][=N][C][Branch2][Ring1][P][C][=C][C][=C][C][Branch2][Ring1][Branch1][C][=N][O][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][Ring1][N][=C][Ring2][Ring1][C][=C][S][Ring2][Ring1][#Branch1]
C[C@H]1[C@H](C)CCC[C@H]1NS(=O)(=O)c1ccc(F)c(C(=O)Nc2cc(Cl)cc(Cl)c2)c1,[C][C@H1][C@H1][Branch1][C][C][C][C][C][C@H1][Ring1][#Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][Ring2][Ring1][C]
CCN1C(=O)c2ccccc2Sc2cc(-c3noc(-c4ccc(Br)cc4)n3)ccc21,[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][Branch2][Ring1][Branch1][C][=N][O][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=N][Ring1][N][=C][C][=C][Ring2][Ring1][C][Ring2][Ring1][N]
Cc1ccc(NC(=O)[C@H]2Cc3ccccc3CN2S(=O)(=O)c2ccc3ccccc3c2)cc1,[C][C][=C][C][=C][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C@H1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Ring1][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][S]
CCc1ccc(C(/C=C/c2cccc([N+](=O)[O-])c2)=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,[C][C][C][=C][C][=C][Branch2][Ring2][N][C][Branch2][Ring1][C][/C][=C][/C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][=N][/N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N+1][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][S]
CCCCN(CCCC)c1nc(N/N=C/c2ccc([O-])cc2O)nc(Nc2ccc([N+](=O)[O-])cc2)n1,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][=N][C][Branch1][S][N][/N][=C][/C][=C][C][=C][Branch1][C][O-1][C][=C][Ring1][#Branch1][O][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=N][Ring2][Ring1][O]
CCCC[C@H]1C[C@@](C)(c2csc(Nc3ccc(C)cc3)n2)OC1=O,[C][C][C][C][C@H1][C][C@@][Branch1][C][C][Branch2][Ring1][=Branch1][C][=C][S][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=N][Ring1][=N][O][C][Ring2][Ring1][Ring1][=O]
CCCCCn1c([S-])nc2cc(C(=O)Nc3ccc(C)c(Cl)c3)ccc2c1=O,[C][C][C][C][C][N][C][Branch1][C][S-1][=N][C][=C][C][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][C][=C][Ring1][P][C][Ring2][Ring1][=Branch1][=O]
Cc1cc(NC(=O)Nc2nnc(N(CC(C)C)CC(C)C)s2)ccc1Br,[C][C][=C][C][Branch2][Ring1][#C][N][C][=Branch1][C][=O][N][C][=N][N][=C][Branch1][S][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C][Branch1][C][C][C][S][Ring1][=C][=C][C][=C][Ring2][Ring1][Branch2][Br]
O=C([N-]C(=S)Nc1ccc([N+](=O)[O-])cc1)c1cc(-c2ccccc2)nc2ccccc12,[O][=C][Branch2][Ring1][=Branch1][N-1][C][=Branch1][C][=S][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1]
COc1ccc(Nc2nc(N/N=C/c3cc(Cl)ccc3[O-])nc(Nc3ccccc3)n2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][#Branch1][N][C][=N][C][Branch1][S][N][/N][=C][/C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O-1][=N][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][#C]
CCCCCNC(=O)c1cccnc1Oc1ccc([N-]S(=O)(=O)c2cc(C)ccc2C)cc1,[C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch2][Ring1][Branch1][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][C][=C][Ring2][Ring1][C]
CCCCCCCCC(=O)Nc1ccc2nc3c(=O)n(CCCCCC)c(=O)[n-]c3nc2c1,[C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][C][C][C][=Branch1][C][=O][N-1][C][Ring1][=C][=N][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1]
COc1ccc2nc3sc(C(=O)Nc4ccc(C)cc4Cl)cc3cc2c1,[C][O][C][=C][C][=C][N][=C][S][C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][Cl][=C][C][Ring1][S][=C][C][Ring2][Ring1][Ring2][=C][Ring2][Ring1][Branch2]
Cc1ccc(-c2noc(-c3cn(CC(=O)Nc4cc(F)cc(F)c4)c4nc(C)ccc4c3=O)n2)cc1,[C][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=N][O][C][Branch2][Ring2][O][C][=C][N][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][=N][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][Ring2][Ring1][#Branch1][=O][=N][Ring2][Ring1][=N][C][=C][Ring2][Ring2][Ring1]
Cc1cc(C)c2oc(-c3cc(NC(=O)c4ccccc4Cl)ccc3O)nc2c1,[C][C][=C][C][Branch1][C][C][=C][O][C][Branch2][Ring1][#Branch2][C][=C][C][Branch1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][C][=C][Ring1][S][O][=N][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][O]
Cc1ccsc1CCNS(=O)(=O)c1cc(-c2nc(-c3cccc(F)c3)no2)sc1C,[C][C][C][=C][S][C][=Ring1][Branch1][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][=N][O][Ring1][N][S][C][=Ring1][P][C]
CCCCCc1ccc(C(=O)CSc2nnc(NC(=O)C3CCCC3)s2)cc1,[C][C][C][C][C][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][C][S][C][=N][N][=C][Branch1][=N][N][C][=Branch1][C][=O][C][C][C][C][C][Ring1][Branch1][S][Ring1][=N][C][=C][Ring2][Ring1][#Branch1]
Cc1cccc(CNS(=O)(=O)c2cc(-c3nc(C(C)(C)C)cs3)cs2)c1,[C][C][=C][C][=C][C][Branch2][Ring2][Branch1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch2][Ring1][C][C][=N][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][S][Ring1][=Branch2][=C][S][Ring1][=C][=C][Ring2][Ring1][=Branch2]
CCN(CC)c1cc(Nc2ccc(NS(=O)(=O)c3cc(C)c(C)cc3C)cc2)[nH+]c(C)n1,[C][C][N][Branch1][Ring1][C][C][C][=C][C][Branch2][Ring2][Branch1][N][C][=C][C][=C][Branch2][Ring1][Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][C][=C][Ring2][Ring1][Ring1][=NH1+1][C][Branch1][C][C][=N][Ring2][Ring1][O]
Cc1c(C(=O)Nc2nc(-c3ccc([N+](=O)[O-])cc3)cs2)oc2ccccc12,[C][C][=C][Branch2][Ring1][=C][C][=Branch1][C][=O][N][C][=N][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=C][S][Ring1][=C][O][C][=C][C][=C][C][=C][Ring2][Ring1][#Branch2][Ring1][=Branch1]
Cc1cc(NC(=O)c2nnn(-c3ccc4noc(-c5ccccc5)c4c3)c2C)ccc1Cl,[C][C][=C][C][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C][N][=N][N][Branch2][Ring1][Branch2][C][C][=C][C][=N][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][O][C][=Ring1][#C][C][=Ring2][Ring1][Ring2][C][=C][C][=C][Ring2][Ring1][=C][Cl]
O=S(=O)(c1cccc(C(F)(F)F)c1)n1c(/C=C/c2ccccc2)nc2ccccc21,[O][=S][=Branch1][C][=O][Branch2][Ring1][Ring1][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][N][C][Branch1][O][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][P]
Cc1ccc(C(C)C)c(OCC(=O)Nc2nc3c(s2)C[C@@H](C)CC3)c1,[C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch2][Ring1][#Branch2][O][C][C][=Branch1][C][=O][N][C][=N][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][C@@H1][Branch1][C][C][C][C][Ring1][Branch2][=C][Ring2][Ring1][Branch2]
Cc1sc(-c2nc(-c3ccc(Cl)cc3)no2)cc1S(=O)(=O)N1CCc2ccccc21,[C][C][S][C][Branch2][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][O][Ring1][N][=C][C][=Ring1][P][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2]
Cc1cc(Br)ccc1-n1c(-c2ccco2)nc2nc3ccccc3nc21,[C][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][N][C][Branch1][Branch2][C][=C][C][=C][O][Ring1][Branch1][=N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][Ring2][Ring1][C]
COC(=O)CN1[C@@H](c2ccccc2)c2cc(Br)ccc2N[C@H]1c1ccccc1OC,[C][O][C][=Branch1][C][=O][C][N][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][N][C@H1][Ring1][P][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C]
Cc1ccccc1C[N@H+]1CC[N@H+](Cc2ccccc2F)[C@@H]1c1ccccc1C,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N@H1+1][C][C][N@H1+1][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C@@H1][Ring1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C]
O=S(=O)(c1ccc(F)cc1)N(Cc1nc(-c2ccc(Cl)cc2)no1)C1CCCCC1,[O][=S][=Branch1][C][=O][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][Branch2][Ring1][=Branch1][C][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][O][Ring1][N][C][C][C][C][C][C][Ring1][=Branch1]
O=S(=O)([N-]c1ccc(-c2nc3ccccc3s2)cc1)c1ccc(Br)cc1,[O][=S][=Branch1][C][=O][Branch2][Ring1][=Branch2][N-1][C][=C][C][=C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][=C][Ring1][#C][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1]
Cc1c(Cl)ccc2c(C(=O)N3CCCCCC3)cc(-c3ccc4c(c3)OCO4)nc12,[C][C][=C][Branch1][C][Cl][C][=C][C][=C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][#Branch1][C][=C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][N][=C][Ring2][Ring1][=N][Ring2][Ring1][Branch2]
COC(=O)c1ccc([C@H]2Nc3ccc(S(=O)(=O)Nc4ccc(C)cc4)cc3[C@H]3C=CC[C@H]32)cc1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][O][C@H1][N][C][=C][C][=C][Branch2][Ring1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][P][C@H1][C][=C][C][C@H1][Ring1][Branch1][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][=C]
Cc1ccc(N2C(=O)c3oc4ccc(F)cc4c(=O)c3[C@@H]2c2ccc(C(C)C)cc2)nc1,[C][C][=C][C][=C][Branch2][Ring2][N][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=Ring1][N][C@@H1][Ring1][S][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][N][=C][Ring2][Ring1][#C]
O=C(COC(=O)c1ccc2nc3c(nc2c1)-c1cccc2cccc-3c12)c1ccccc1,[O][=C][Branch2][Ring2][#Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][C][=Branch1][Branch2][=N][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][C][=C][C][Ring1][=C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1]
COC(=O)c1ccc([C@H]2N=C(c3ccc(C)cc3)C[C@@H](c3cc(Cl)ccc3[O-])N2)cc1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Branch1][C@H1][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][C@@H1][Branch1][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O-1][N][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][O]
Cc1ccc(NC(=O)Cn2c3ccccc3c(=O)c3ccc(Cl)cc32)cc1C,[C][C][=C][C][=C][Branch2][Ring1][P][N][C][=Branch1][C][=O][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Ring1][S][C][=C][Ring2][Ring1][#Branch2][C]
Cc1ccc(S(=O)(=O)Nc2ccc(Nc3cc(N4CCCCC4)nc(C)n3)cc2)c(C)c1,[C][C][=C][C][=C][Branch2][Ring2][O][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=C][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][C][Branch1][C][C][=N][Ring1][=N][C][=C][Ring2][Ring1][Ring2][C][Branch1][C][C][=C][Ring2][Ring1][#C]
Cc1ccc(NC(=O)CSc2nc(-c3ccccc3)[nH]c2S(=O)(=O)c2ccc(C)cc2)cc1,[C][C][=C][C][=C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][S][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][C][=Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S]
COc1ccc2c(c1)[C@]1(SCCN1C(=O)C(C)C)C(=O)N2Cc1ccc(C(C)(C)C)cc1,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@][Branch1][S][S][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring1][S][C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2]
Cc1c(C(=O)c2ccc(Cl)cc2)oc2cc(NC(=O)Nc3ccccc3)ccc12,[C][C][=C][Branch1][S][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][O][C][=C][C][Branch1][#C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring2][Ring1][N][Ring1][S]
Cc1ccc2nc3sc(C(=O)Nc4nc5ccccc5s4)cc3cc2c1,[C][C][=C][C][=C][N][=C][S][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][=C][C][Ring1][P][=C][C][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=Branch2]
Cc1ccc(NC(=O)Nc2ccc3nc(N4CC[NH+](C)CC4)cc(C)c3c2)cc1C,[C][C][=C][C][=C][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Branch1][N][N][C][C][NH1+1][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Branch1][C][C][C][Ring1][=C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][N][C]
COc1cc([C@@H]2C(=O)N([C@H]3CC[C@@H](C)CC3)CC(=O)N2Cc2ccccc2Cl)ccc1OC(C)C,[C][O][C][=C][C][Branch2][Ring2][=Branch1][C@@H1][C][=Branch1][C][=O][N][Branch1][N][C@H1][C][C][C@@H1][Branch1][C][C][C][C][Ring1][#Branch1][C][C][=Branch1][C][=O][N][Ring1][#C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][C][=C][Ring2][Ring1][=N][O][C][Branch1][C][C][C]
Cc1ccc(C)c(S(=O)(=O)[N-]c2nc3ccccc3nc2Nc2cccc(Br)c2)c1,[C][C][=C][C][=C][Branch1][C][C][C][Branch2][Ring2][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][N][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Ring2][Ring1][=N]
CCCc1ccc(S(=O)(=O)Nc2ccc(C3(C(=O)N[C@H]4CC[C@@H](C)CC4)CC3)cc2)cc1,[C][C][C][C][=C][C][=C][Branch2][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Branch2][C][Branch1][P][C][=Branch1][C][=O][N][C@H1][C][C][C@@H1][Branch1][C][C][C][C][Ring1][#Branch1][C][C][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=N]
Cc1cc(N2CCOCC2)nc2ccc(NC(=O)Nc3ccc(Br)cc3)cc12,[C][C][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][C][=C][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][O][Ring1][P]
O=c1c2cc3c(cc2nc(SCc2nc(-c4cccc(F)c4)no2)n1C1CCCCCC1)OCO3,[O][=C][C][=C][C][=C][Branch2][Ring2][=N][C][=C][Ring1][=Branch1][N][=C][Branch2][Ring1][#Branch1][S][C][C][=N][C][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][=N][O][Ring1][N][N][Ring2][Ring1][Branch2][C][C][C][C][C][C][C][Ring1][#Branch1][O][C][O][Ring2][Ring1][#C]
Cc1ccc(-c2[nH+]c3ccccc3n2CCNS(=O)(=O)c2ccc(Br)s2)cc1,[C][C][=C][C][=C][Branch2][Ring2][C][C][=NH1+1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][S][Ring1][=Branch1][C][=C][Ring2][Ring1][O]
CCCC[C@H](NS(=O)(=O)c1ccc(C)cc1)C(=O)Oc1cc(C)cc2oc(=O)c3c(c12)CCCC3,[C][C][C][C][C@H1][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][C][=C][C][O][C][=Branch1][C][=O][C][=C][Branch1][=Branch1][C][Ring1][N][=Ring1][#Branch1][C][C][C][C][Ring1][#Branch1]
CCCCN(CC)c1nc2c(S(=O)(=O)c3ccc(C)c(C)c3)nnn2c2ccc(Cl)cc12,[C][C][C][C][N][Branch1][Ring1][C][C][C][=N][C][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][N][=N][N][Ring1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][=Branch2][Ring1][#Branch1]
COc1ccc(OC)c2c1cc1n2C[C@](C)(C(=O)N[C@H]2CC[C@@H](C)CC2)N(CCC(C)C)C1=O,[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][=C][N][Ring1][Branch1][C][C@][Branch1][C][C][Branch1][P][C][=Branch1][C][=O][N][C@H1][C][C][C@@H1][Branch1][C][C][C][C][Ring1][#Branch1][N][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][Ring2][Ring1][=Branch1][=O]
O=C(NC1CCCCCC1)c1cc(-c2ccc3c(c2)OCO3)nc2ccccc12,[O][=C][Branch1][O][N][C][C][C][C][C][C][C][Ring1][#Branch1][C][=C][C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][=N][C][=C][C][=C][C][=C][Ring2][Ring1][Ring1][Ring1][=Branch1]
O=[N+]([O-])c1ccc(N/N=C/c2ccc(-c3ccc(Br)cc3)o2)cc1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch2][Ring1][Branch2][N][/N][=C][/C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][O][Ring1][N][C][=C][Ring2][Ring1][Branch1]
CCc1ccccc1[N-]S(=O)(=O)c1cc(-c2nc(C(C)(C)C)cs2)cs1,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch2][Ring1][C][C][=N][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][S][Ring1][=Branch2][=C][S][Ring1][=C]
CCCOc1ccc(-c2nonc2NC(=O)COc2ccc(Cl)cc2C)cc1,[C][C][C][O][C][=C][C][=C][Branch2][Ring1][O][C][=N][O][N][=C][Ring1][Branch1][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][=C][Ring2][Ring1][Branch2]
C[C@@H]1CCc2onc(C(=O)Nc3nc([C@]45C[C@H]6C[C@H](C[C@H](C6)C4)C5)cs3)c2C1,[C][C@@H1][C][C][C][O][N][=C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][N][C][=N][C][Branch2][Ring1][Branch1][C@][C][C@H1][C][C@H1][Branch1][O][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][=C][S][Ring1][#C][C][=Ring2][Ring1][#Branch1][C][Ring2][Ring1][O]
O=[N+]([O-])c1cccc(/C=N/c2ccc3nc(-c4ccc5ccccc5c4)oc3c2)c1[O-],[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][Branch2][Ring1][P][/C][=N][/C][=C][C][=C][N][=C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][O][C][Ring1][#C][=C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][O][O-1]
CCNc1nc(Nc2ccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)cc2)cc(C)[nH+]1,[C][C][N][C][=N][C][Branch2][Ring2][Branch2][N][C][=C][C][=C][Branch2][Ring1][O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][=C][Ring2][Ring1][=Branch1][=C][C][Branch1][C][C][=NH1+1][Ring2][Ring1][=C]
CCC[C@H]1CC[C@H](c2ccc(OC(=O)c3cccc(C(=O)OC)n3)cc2)CC1,[C][C][C][C@H1][C][C][C@H1][Branch2][Ring2][C][C][=C][C][=C][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][O][C][=N][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring1][C][C][Ring2][Ring1][=Branch2]
